"month","animal","state","count"
2016 Oct,"Calves","Australian Capital Territory",0
2016 Nov,"Calves","Australian Capital Territory",0
2016 Dec,"Calves","Australian Capital Territory",0
2017 Jan,"Calves","Australian Capital Territory",0
2017 Feb,"Calves","Australian Capital Territory",0
2017 Mar,"Calves","Australian Capital Territory",0
2017 Apr,"Calves","Australian Capital Territory",0
2017 May,"Calves","Australian Capital Territory",0
2017 Jun,"Calves","Australian Capital Territory",0
2017 Jul,"Calves","Australian Capital Territory",0
2017 Aug,"Calves","Australian Capital Territory",0
2017 Sep,"Calves","Australian Capital Territory",0
2017 Oct,"Calves","Australian Capital Territory",0
2017 Nov,"Calves","Australian Capital Territory",0
2017 Dec,"Calves","Australian Capital Territory",0
2018 Jan,"Calves","Australian Capital Territory",0
2018 Feb,"Calves","Australian Capital Territory",0
2018 Mar,"Calves","Australian Capital Territory",0
2018 Apr,"Calves","Australian Capital Territory",0
2018 May,"Calves","Australian Capital Territory",0
2018 Jun,"Calves","Australian Capital Territory",0
2018 Jul,"Calves","Australian Capital Territory",0
2018 Aug,"Calves","Australian Capital Territory",0
2018 Sep,"Calves","Australian Capital Territory",0
2018 Oct,"Calves","Australian Capital Territory",0
2018 Nov,"Calves","Australian Capital Territory",0
2018 Dec,"Calves","Australian Capital Territory",0
1972 Jul,"Calves","New South Wales",27800
1972 Aug,"Calves","New South Wales",31000
1972 Sep,"Calves","New South Wales",23600
1972 Oct,"Calves","New South Wales",23900
1972 Nov,"Calves","New South Wales",25300
1972 Dec,"Calves","New South Wales",20700
1973 Jan,"Calves","New South Wales",25400
1973 Feb,"Calves","New South Wales",18700
1973 Mar,"Calves","New South Wales",19600
1973 Apr,"Calves","New South Wales",16500
1973 May,"Calves","New South Wales",25100
1973 Jun,"Calves","New South Wales",20400
1973 Jul,"Calves","New South Wales",24300
1973 Aug,"Calves","New South Wales",28000
1973 Sep,"Calves","New South Wales",21100
1973 Oct,"Calves","New South Wales",17500
1973 Nov,"Calves","New South Wales",17100
1973 Dec,"Calves","New South Wales",12700
1974 Jan,"Calves","New South Wales",14200
1974 Feb,"Calves","New South Wales",10100
1974 Mar,"Calves","New South Wales",13200
1974 Apr,"Calves","New South Wales",15300
1974 May,"Calves","New South Wales",18000
1974 Jun,"Calves","New South Wales",17300
1974 Jul,"Calves","New South Wales",24100
1974 Aug,"Calves","New South Wales",18800
1974 Sep,"Calves","New South Wales",20000
1974 Oct,"Calves","New South Wales",26200
1974 Nov,"Calves","New South Wales",23000
1974 Dec,"Calves","New South Wales",21700
1975 Jan,"Calves","New South Wales",27900
1975 Feb,"Calves","New South Wales",26100
1975 Mar,"Calves","New South Wales",24300
1975 Apr,"Calves","New South Wales",30200
1975 May,"Calves","New South Wales",29600
1975 Jun,"Calves","New South Wales",32600
1975 Jul,"Calves","New South Wales",36800
1975 Aug,"Calves","New South Wales",32300
1975 Sep,"Calves","New South Wales",36700
1975 Oct,"Calves","New South Wales",35600
1975 Nov,"Calves","New South Wales",33600
1975 Dec,"Calves","New South Wales",29600
1976 Jan,"Calves","New South Wales",31900
1976 Feb,"Calves","New South Wales",30700
1976 Mar,"Calves","New South Wales",36500
1976 Apr,"Calves","New South Wales",33000
1976 May,"Calves","New South Wales",32800
1976 Jun,"Calves","New South Wales",32600
1976 Jul,"Calves","New South Wales",36800
1976 Aug,"Calves","New South Wales",39700
1976 Sep,"Calves","New South Wales",51100
1976 Oct,"Calves","New South Wales",42900
1976 Nov,"Calves","New South Wales",43100
1976 Dec,"Calves","New South Wales",42800
1977 Jan,"Calves","New South Wales",43200
1977 Feb,"Calves","New South Wales",41800
1977 Mar,"Calves","New South Wales",48400
1977 Apr,"Calves","New South Wales",35100
1977 May,"Calves","New South Wales",35600
1977 Jun,"Calves","New South Wales",42700
1977 Jul,"Calves","New South Wales",39900
1977 Aug,"Calves","New South Wales",51000
1977 Sep,"Calves","New South Wales",45600
1977 Oct,"Calves","New South Wales",45700
1977 Nov,"Calves","New South Wales",59900
1977 Dec,"Calves","New South Wales",42200
1978 Jan,"Calves","New South Wales",50200
1978 Feb,"Calves","New South Wales",48600
1978 Mar,"Calves","New South Wales",46000
1978 Apr,"Calves","New South Wales",38300
1978 May,"Calves","New South Wales",44000
1978 Jun,"Calves","New South Wales",41200
1978 Jul,"Calves","New South Wales",33500
1978 Aug,"Calves","New South Wales",39700
1978 Sep,"Calves","New South Wales",29600
1978 Oct,"Calves","New South Wales",31800
1978 Nov,"Calves","New South Wales",36000
1978 Dec,"Calves","New South Wales",25800
1979 Jan,"Calves","New South Wales",29300
1979 Feb,"Calves","New South Wales",27400
1979 Mar,"Calves","New South Wales",28800
1979 Apr,"Calves","New South Wales",25300
1979 May,"Calves","New South Wales",31400
1979 Jun,"Calves","New South Wales",20100
1979 Jul,"Calves","New South Wales",16800
1979 Aug,"Calves","New South Wales",24900
1979 Sep,"Calves","New South Wales",20400
1979 Oct,"Calves","New South Wales",26000
1979 Nov,"Calves","New South Wales",24400
1979 Dec,"Calves","New South Wales",21300
1980 Jan,"Calves","New South Wales",28300
1980 Feb,"Calves","New South Wales",25400
1980 Mar,"Calves","New South Wales",29100
1980 Apr,"Calves","New South Wales",38100
1980 May,"Calves","New South Wales",32400
1980 Jun,"Calves","New South Wales",23500
1980 Jul,"Calves","New South Wales",23100
1980 Aug,"Calves","New South Wales",22600
1980 Sep,"Calves","New South Wales",29500
1980 Oct,"Calves","New South Wales",35200
1980 Nov,"Calves","New South Wales",31500
1980 Dec,"Calves","New South Wales",25700
1981 Jan,"Calves","New South Wales",28600
1981 Feb,"Calves","New South Wales",22700
1981 Mar,"Calves","New South Wales",25200
1981 Apr,"Calves","New South Wales",27800
1981 May,"Calves","New South Wales",27800
1981 Jun,"Calves","New South Wales",21200
1981 Jul,"Calves","New South Wales",24800
1981 Aug,"Calves","New South Wales",19200
1981 Sep,"Calves","New South Wales",23600
1981 Oct,"Calves","New South Wales",19400
1981 Nov,"Calves","New South Wales",18700
1981 Dec,"Calves","New South Wales",22600
1982 Jan,"Calves","New South Wales",21400
1982 Feb,"Calves","New South Wales",23900
1982 Mar,"Calves","New South Wales",26300
1982 Apr,"Calves","New South Wales",20200
1982 May,"Calves","New South Wales",21900
1982 Jun,"Calves","New South Wales",23500
1982 Jul,"Calves","New South Wales",21700
1982 Aug,"Calves","New South Wales",21400
1982 Sep,"Calves","New South Wales",30700
1982 Oct,"Calves","New South Wales",27900
1982 Nov,"Calves","New South Wales",34400
1982 Dec,"Calves","New South Wales",38500
1983 Jan,"Calves","New South Wales",31800
1983 Feb,"Calves","New South Wales",37000
1983 Mar,"Calves","New South Wales",39500
1983 Apr,"Calves","New South Wales",30600
1983 May,"Calves","New South Wales",25600
1983 Jun,"Calves","New South Wales",23900
1983 Jul,"Calves","New South Wales",19600
1983 Aug,"Calves","New South Wales",17300
1983 Sep,"Calves","New South Wales",15400
1983 Oct,"Calves","New South Wales",14900
1983 Nov,"Calves","New South Wales",18800
1983 Dec,"Calves","New South Wales",13900
1984 Jan,"Calves","New South Wales",17000
1984 Feb,"Calves","New South Wales",15600
1984 Mar,"Calves","New South Wales",14900
1984 Apr,"Calves","New South Wales",11400
1984 May,"Calves","New South Wales",17000
1984 Jun,"Calves","New South Wales",11900
1984 Jul,"Calves","New South Wales",13400
1984 Aug,"Calves","New South Wales",14000
1984 Sep,"Calves","New South Wales",12200
1984 Oct,"Calves","New South Wales",14400
1984 Nov,"Calves","New South Wales",11400
1984 Dec,"Calves","New South Wales",10000
1985 Jan,"Calves","New South Wales",16800
1985 Feb,"Calves","New South Wales",14600
1985 Mar,"Calves","New South Wales",17000
1985 Apr,"Calves","New South Wales",12900
1985 May,"Calves","New South Wales",16800
1985 Jun,"Calves","New South Wales",13400
1985 Jul,"Calves","New South Wales",15600
1985 Aug,"Calves","New South Wales",12700
1985 Sep,"Calves","New South Wales",11500
1985 Oct,"Calves","New South Wales",15100
1985 Nov,"Calves","New South Wales",14800
1985 Dec,"Calves","New South Wales",11200
1986 Jan,"Calves","New South Wales",17100
1986 Feb,"Calves","New South Wales",15800
1986 Mar,"Calves","New South Wales",17700
1986 Apr,"Calves","New South Wales",24400
1986 May,"Calves","New South Wales",19600
1986 Jun,"Calves","New South Wales",17200
1986 Jul,"Calves","New South Wales",22300
1986 Aug,"Calves","New South Wales",18100
1986 Sep,"Calves","New South Wales",20000
1986 Oct,"Calves","New South Wales",17000
1986 Nov,"Calves","New South Wales",16700
1986 Dec,"Calves","New South Wales",16400
1987 Jan,"Calves","New South Wales",17000
1987 Feb,"Calves","New South Wales",18500
1987 Mar,"Calves","New South Wales",19900
1987 Apr,"Calves","New South Wales",22800
1987 May,"Calves","New South Wales",18800
1987 Jun,"Calves","New South Wales",17900
1987 Jul,"Calves","New South Wales",20400
1987 Aug,"Calves","New South Wales",11900
1987 Sep,"Calves","New South Wales",14500
1987 Oct,"Calves","New South Wales",12700
1987 Nov,"Calves","New South Wales",17000
1987 Dec,"Calves","New South Wales",18900
1988 Jan,"Calves","New South Wales",15400
1988 Feb,"Calves","New South Wales",17400
1988 Mar,"Calves","New South Wales",21500
1988 Apr,"Calves","New South Wales",15300
1988 May,"Calves","New South Wales",14700
1988 Jun,"Calves","New South Wales",13500
1988 Jul,"Calves","New South Wales",10800
1988 Aug,"Calves","New South Wales",14000
1988 Sep,"Calves","New South Wales",10600
1988 Oct,"Calves","New South Wales",11000
1988 Nov,"Calves","New South Wales",18400
1988 Dec,"Calves","New South Wales",9200
1989 Jan,"Calves","New South Wales",12100
1989 Feb,"Calves","New South Wales",16400
1989 Mar,"Calves","New South Wales",13000
1989 Apr,"Calves","New South Wales",14000
1989 May,"Calves","New South Wales",16600
1989 Jun,"Calves","New South Wales",14100
1989 Jul,"Calves","New South Wales",15000
1989 Aug,"Calves","New South Wales",16600
1989 Sep,"Calves","New South Wales",15500
1989 Oct,"Calves","New South Wales",16500
1989 Nov,"Calves","New South Wales",18700
1989 Dec,"Calves","New South Wales",10400
1990 Jan,"Calves","New South Wales",17500
1990 Feb,"Calves","New South Wales",14600
1990 Mar,"Calves","New South Wales",18900
1990 Apr,"Calves","New South Wales",13900
1990 May,"Calves","New South Wales",18800
1990 Jun,"Calves","New South Wales",13700
1990 Jul,"Calves","New South Wales",16100
1990 Aug,"Calves","New South Wales",16400
1990 Sep,"Calves","New South Wales",15100
1990 Oct,"Calves","New South Wales",17600
1990 Nov,"Calves","New South Wales",16200
1990 Dec,"Calves","New South Wales",12400
1991 Jan,"Calves","New South Wales",17600
1991 Feb,"Calves","New South Wales",16000
1991 Mar,"Calves","New South Wales",17600
1991 Apr,"Calves","New South Wales",19600
1991 May,"Calves","New South Wales",26300
1991 Jun,"Calves","New South Wales",19700
1991 Jul,"Calves","New South Wales",22500
1991 Aug,"Calves","New South Wales",18500
1991 Sep,"Calves","New South Wales",17200
1991 Oct,"Calves","New South Wales",22200
1991 Nov,"Calves","New South Wales",19000
1991 Dec,"Calves","New South Wales",11900
1992 Jan,"Calves","New South Wales",17200
1992 Feb,"Calves","New South Wales",18400
1992 Mar,"Calves","New South Wales",17900
1992 Apr,"Calves","New South Wales",20400
1992 May,"Calves","New South Wales",17800
1992 Jun,"Calves","New South Wales",18100
1992 Jul,"Calves","New South Wales",20200
1992 Aug,"Calves","New South Wales",15100
1992 Sep,"Calves","New South Wales",18900
1992 Oct,"Calves","New South Wales",17200
1992 Nov,"Calves","New South Wales",15100
1992 Dec,"Calves","New South Wales",15600
1993 Jan,"Calves","New South Wales",16200
1993 Feb,"Calves","New South Wales",18000
1993 Mar,"Calves","New South Wales",20100
1993 Apr,"Calves","New South Wales",21100
1993 May,"Calves","New South Wales",20600
1993 Jun,"Calves","New South Wales",26000
1993 Jul,"Calves","New South Wales",20300
1993 Aug,"Calves","New South Wales",20200
1993 Sep,"Calves","New South Wales",19000
1993 Oct,"Calves","New South Wales",16100
1993 Nov,"Calves","New South Wales",15100
1993 Dec,"Calves","New South Wales",15000
1994 Jan,"Calves","New South Wales",18900
1994 Feb,"Calves","New South Wales",17000
1994 Mar,"Calves","New South Wales",19800
1994 Apr,"Calves","New South Wales",17000
1994 May,"Calves","New South Wales",20800
1994 Jun,"Calves","New South Wales",22400
1994 Jul,"Calves","New South Wales",19000
1994 Aug,"Calves","New South Wales",26100
1994 Sep,"Calves","New South Wales",21800
1994 Oct,"Calves","New South Wales",22800
1994 Nov,"Calves","New South Wales",22900
1994 Dec,"Calves","New South Wales",13000
1995 Jan,"Calves","New South Wales",18600
1995 Feb,"Calves","New South Wales",17900
1995 Mar,"Calves","New South Wales",25000
1995 Apr,"Calves","New South Wales",17000
1995 May,"Calves","New South Wales",21300
1995 Jun,"Calves","New South Wales",23000
1995 Jul,"Calves","New South Wales",18800
1995 Aug,"Calves","New South Wales",24100
1995 Sep,"Calves","New South Wales",19800
1995 Oct,"Calves","New South Wales",18400
1995 Nov,"Calves","New South Wales",23100
1995 Dec,"Calves","New South Wales",13700
1996 Jan,"Calves","New South Wales",21100
1996 Feb,"Calves","New South Wales",20600
1996 Mar,"Calves","New South Wales",21100
1996 Apr,"Calves","New South Wales",19000
1996 May,"Calves","New South Wales",24500
1996 Jun,"Calves","New South Wales",19900
1996 Jul,"Calves","New South Wales",22100
1996 Aug,"Calves","New South Wales",23800
1996 Sep,"Calves","New South Wales",18200
1996 Oct,"Calves","New South Wales",18200
1996 Nov,"Calves","New South Wales",18200
1996 Dec,"Calves","New South Wales",15500
1997 Jan,"Calves","New South Wales",24700
1997 Feb,"Calves","New South Wales",22500
1997 Mar,"Calves","New South Wales",20800
1997 Apr,"Calves","New South Wales",27300
1997 May,"Calves","New South Wales",23900
1997 Jun,"Calves","New South Wales",22300
1997 Jul,"Calves","New South Wales",28500
1997 Aug,"Calves","New South Wales",24400
1997 Sep,"Calves","New South Wales",25700
1997 Oct,"Calves","New South Wales",26300
1997 Nov,"Calves","New South Wales",22900
1997 Dec,"Calves","New South Wales",20300
1998 Jan,"Calves","New South Wales",23700
1998 Feb,"Calves","New South Wales",24800
1998 Mar,"Calves","New South Wales",25400
1998 Apr,"Calves","New South Wales",29600
1998 May,"Calves","New South Wales",27700
1998 Jun,"Calves","New South Wales",26800
1998 Jul,"Calves","New South Wales",27300
1998 Aug,"Calves","New South Wales",17900
1998 Sep,"Calves","New South Wales",19500
1998 Oct,"Calves","New South Wales",20000
1998 Nov,"Calves","New South Wales",24600
1998 Dec,"Calves","New South Wales",16300
1999 Jan,"Calves","New South Wales",18800
1999 Feb,"Calves","New South Wales",19300
1999 Mar,"Calves","New South Wales",18000
1999 Apr,"Calves","New South Wales",18600
1999 May,"Calves","New South Wales",20500
1999 Jun,"Calves","New South Wales",21800
1999 Jul,"Calves","New South Wales",16400
1999 Aug,"Calves","New South Wales",16700
1999 Sep,"Calves","New South Wales",18200
1999 Oct,"Calves","New South Wales",15300
1999 Nov,"Calves","New South Wales",18300
1999 Dec,"Calves","New South Wales",14800
2000 Jan,"Calves","New South Wales",15200
2000 Feb,"Calves","New South Wales",19400
2000 Mar,"Calves","New South Wales",21600
2000 Apr,"Calves","New South Wales",14300
2000 May,"Calves","New South Wales",24100
2000 Jun,"Calves","New South Wales",16800
2000 Jul,"Calves","New South Wales",13400
2000 Aug,"Calves","New South Wales",21300
2000 Sep,"Calves","New South Wales",19700
2000 Oct,"Calves","New South Wales",18100
2000 Nov,"Calves","New South Wales",17400
2000 Dec,"Calves","New South Wales",15800
2001 Jan,"Calves","New South Wales",22200
2001 Feb,"Calves","New South Wales",17700
2001 Mar,"Calves","New South Wales",20200
2001 Apr,"Calves","New South Wales",16600
2001 May,"Calves","New South Wales",24500
2001 Jun,"Calves","New South Wales",19000
2001 Jul,"Calves","New South Wales",19900
2001 Aug,"Calves","New South Wales",14000
2001 Sep,"Calves","New South Wales",11700
2001 Oct,"Calves","New South Wales",17000
2001 Nov,"Calves","New South Wales",13100
2001 Dec,"Calves","New South Wales",9600
2002 Jan,"Calves","New South Wales",22100
2002 Feb,"Calves","New South Wales",18500
2002 Mar,"Calves","New South Wales",16500
2002 Apr,"Calves","New South Wales",19100
2002 May,"Calves","New South Wales",24600
2002 Jun,"Calves","New South Wales",19500
2002 Jul,"Calves","New South Wales",20800
2002 Aug,"Calves","New South Wales",18400
2002 Sep,"Calves","New South Wales",26900
2002 Oct,"Calves","New South Wales",4700
2002 Nov,"Calves","New South Wales",4000
2002 Dec,"Calves","New South Wales",21400
2003 Jan,"Calves","New South Wales",24800
2003 Feb,"Calves","New South Wales",24000
2003 Mar,"Calves","New South Wales",34500
2003 Apr,"Calves","New South Wales",23100
2003 May,"Calves","New South Wales",22200
2003 Jun,"Calves","New South Wales",21100
2003 Jul,"Calves","New South Wales",21000
2003 Aug,"Calves","New South Wales",17600
2003 Sep,"Calves","New South Wales",17800
2003 Oct,"Calves","New South Wales",20300
2003 Nov,"Calves","New South Wales",18700
2003 Dec,"Calves","New South Wales",14700
2004 Jan,"Calves","New South Wales",17200
2004 Feb,"Calves","New South Wales",18800
2004 Mar,"Calves","New South Wales",20600
2004 Apr,"Calves","New South Wales",15000
2004 May,"Calves","New South Wales",18500
2004 Jun,"Calves","New South Wales",21800
2004 Jul,"Calves","New South Wales",16600
2004 Aug,"Calves","New South Wales",14400
2004 Sep,"Calves","New South Wales",19800
2004 Oct,"Calves","New South Wales",16700
2004 Nov,"Calves","New South Wales",15000
2004 Dec,"Calves","New South Wales",14000
2005 Jan,"Calves","New South Wales",14400
2005 Feb,"Calves","New South Wales",16200
2005 Mar,"Calves","New South Wales",18500
2005 Apr,"Calves","New South Wales",17500
2005 May,"Calves","New South Wales",16500
2005 Jun,"Calves","New South Wales",21600
2005 Jul,"Calves","New South Wales",14900
2005 Aug,"Calves","New South Wales",19400
2005 Sep,"Calves","New South Wales",16300
2005 Oct,"Calves","New South Wales",14400
2005 Nov,"Calves","New South Wales",18600
2005 Dec,"Calves","New South Wales",15000
2006 Jan,"Calves","New South Wales",14300
2006 Feb,"Calves","New South Wales",16500
2006 Mar,"Calves","New South Wales",20000
2006 Apr,"Calves","New South Wales",15700
2006 May,"Calves","New South Wales",22200
2006 Jun,"Calves","New South Wales",17400
2006 Jul,"Calves","New South Wales",16500
2006 Aug,"Calves","New South Wales",20600
2006 Sep,"Calves","New South Wales",17500
2006 Oct,"Calves","New South Wales",18400
2006 Nov,"Calves","New South Wales",24500
2006 Dec,"Calves","New South Wales",16000
2007 Jan,"Calves","New South Wales",19700
2007 Feb,"Calves","New South Wales",19300
2007 Mar,"Calves","New South Wales",23100
2007 Apr,"Calves","New South Wales",17700
2007 May,"Calves","New South Wales",22600
2007 Jun,"Calves","New South Wales",16200
2007 Jul,"Calves","New South Wales",17700
2007 Aug,"Calves","New South Wales",16600
2007 Sep,"Calves","New South Wales",15900
2007 Oct,"Calves","New South Wales",19800
2007 Nov,"Calves","New South Wales",14400
2007 Dec,"Calves","New South Wales",10500
2008 Jan,"Calves","New South Wales",13700
2008 Feb,"Calves","New South Wales",11400
2008 Mar,"Calves","New South Wales",10900
2008 Apr,"Calves","New South Wales",17400
2008 May,"Calves","New South Wales",14900
2008 Jun,"Calves","New South Wales",12300
2008 Jul,"Calves","New South Wales",15200
2008 Aug,"Calves","New South Wales",13200
2008 Sep,"Calves","New South Wales",3700
2008 Oct,"Calves","New South Wales",15200
2008 Nov,"Calves","New South Wales",13600
2008 Dec,"Calves","New South Wales",9500
2009 Jan,"Calves","New South Wales",13900
2009 Feb,"Calves","New South Wales",9100
2009 Mar,"Calves","New South Wales",11600
2009 Apr,"Calves","New South Wales",13600
2009 May,"Calves","New South Wales",10000
2009 Jun,"Calves","New South Wales",11300
2009 Jul,"Calves","New South Wales",28000
2009 Aug,"Calves","New South Wales",21400
2009 Sep,"Calves","New South Wales",25700
2009 Oct,"Calves","New South Wales",22200
2009 Nov,"Calves","New South Wales",21800
2009 Dec,"Calves","New South Wales",17200
2010 Jan,"Calves","New South Wales",15900
2010 Feb,"Calves","New South Wales",21900
2010 Mar,"Calves","New South Wales",26400
2010 Apr,"Calves","New South Wales",21000
2010 May,"Calves","New South Wales",22400
2010 Jun,"Calves","New South Wales",22700
2010 Jul,"Calves","New South Wales",19400
2010 Aug,"Calves","New South Wales",18200
2010 Sep,"Calves","New South Wales",20700
2010 Oct,"Calves","New South Wales",15900
2010 Nov,"Calves","New South Wales",16400
2010 Dec,"Calves","New South Wales",13300
2011 Jan,"Calves","New South Wales",16500
2011 Feb,"Calves","New South Wales",18600
2011 Mar,"Calves","New South Wales",21500
2011 Apr,"Calves","New South Wales",16700
2011 May,"Calves","New South Wales",19400
2011 Jun,"Calves","New South Wales",21500
2011 Jul,"Calves","New South Wales",18100
2011 Aug,"Calves","New South Wales",22400
2011 Sep,"Calves","New South Wales",17000
2011 Oct,"Calves","New South Wales",16700
2011 Nov,"Calves","New South Wales",17900
2011 Dec,"Calves","New South Wales",11200
2012 Jan,"Calves","New South Wales",14700
2012 Feb,"Calves","New South Wales",15000
2012 Mar,"Calves","New South Wales",21000
2012 Apr,"Calves","New South Wales",14800
2012 May,"Calves","New South Wales",20900
2012 Jun,"Calves","New South Wales",16100
2012 Jul,"Calves","New South Wales",15000
2012 Aug,"Calves","New South Wales",19500
2012 Sep,"Calves","New South Wales",15100
2012 Oct,"Calves","New South Wales",20400
2012 Nov,"Calves","New South Wales",16700
2012 Dec,"Calves","New South Wales",11700
2013 Jan,"Calves","New South Wales",15200
2013 Feb,"Calves","New South Wales",15600
2013 Mar,"Calves","New South Wales",14700
2013 Apr,"Calves","New South Wales",16400
2013 May,"Calves","New South Wales",22200
2013 Jun,"Calves","New South Wales",17700
2013 Jul,"Calves","New South Wales",21800
2013 Aug,"Calves","New South Wales",17400
2013 Sep,"Calves","New South Wales",16500
2013 Oct,"Calves","New South Wales",19300
2013 Nov,"Calves","New South Wales",14300
2013 Dec,"Calves","New South Wales",12500
2014 Jan,"Calves","New South Wales",16500
2014 Feb,"Calves","New South Wales",19700
2014 Mar,"Calves","New South Wales",18100
2014 Apr,"Calves","New South Wales",16300
2014 May,"Calves","New South Wales",18900
2014 Jun,"Calves","New South Wales",17500
2014 Jul,"Calves","New South Wales",19900
2014 Aug,"Calves","New South Wales",19800
2014 Sep,"Calves","New South Wales",15200
2014 Oct,"Calves","New South Wales",19700
2014 Nov,"Calves","New South Wales",17200
2014 Dec,"Calves","New South Wales",11400
2015 Jan,"Calves","New South Wales",13500
2015 Feb,"Calves","New South Wales",14400
2015 Mar,"Calves","New South Wales",13800
2015 Apr,"Calves","New South Wales",15900
2015 May,"Calves","New South Wales",12900
2015 Jun,"Calves","New South Wales",12700
2015 Jul,"Calves","New South Wales",12300
2015 Aug,"Calves","New South Wales",10800
2015 Sep,"Calves","New South Wales",8200
2015 Oct,"Calves","New South Wales",13300
2015 Nov,"Calves","New South Wales",4900
2015 Dec,"Calves","New South Wales",2000
2016 Jan,"Calves","New South Wales",6000
2016 Feb,"Calves","New South Wales",7100
2016 Mar,"Calves","New South Wales",7200
2016 Apr,"Calves","New South Wales",10100
2016 May,"Calves","New South Wales",8200
2016 Jun,"Calves","New South Wales",13900
2016 Jul,"Calves","New South Wales",6700
2016 Aug,"Calves","New South Wales",8300
2016 Sep,"Calves","New South Wales",4400
2016 Oct,"Calves","New South Wales",5100
2016 Nov,"Calves","New South Wales",6300
2016 Dec,"Calves","New South Wales",10500
2017 Jan,"Calves","New South Wales",4900
2017 Feb,"Calves","New South Wales",5200
2017 Mar,"Calves","New South Wales",6600
2017 Apr,"Calves","New South Wales",4800
2017 May,"Calves","New South Wales",6100
2017 Jun,"Calves","New South Wales",6400
2017 Jul,"Calves","New South Wales",5100
2017 Aug,"Calves","New South Wales",6000
2017 Sep,"Calves","New South Wales",6100
2017 Oct,"Calves","New South Wales",5600
2017 Nov,"Calves","New South Wales",7200
2017 Dec,"Calves","New South Wales",4400
2018 Jan,"Calves","New South Wales",5900
2018 Feb,"Calves","New South Wales",4800
2018 Mar,"Calves","New South Wales",6000
2018 Apr,"Calves","New South Wales",4700
2018 May,"Calves","New South Wales",5800
2018 Jun,"Calves","New South Wales",5700
2018 Jul,"Calves","New South Wales",5500
2018 Aug,"Calves","New South Wales",6700
2018 Sep,"Calves","New South Wales",6400
2018 Oct,"Calves","New South Wales",6200
2018 Nov,"Calves","New South Wales",6100
2018 Dec,"Calves","New South Wales",4700
1972 Jul,"Calves","Northern Territory",200
1972 Aug,"Calves","Northern Territory",0
1972 Sep,"Calves","Northern Territory",200
1972 Oct,"Calves","Northern Territory",100
1972 Nov,"Calves","Northern Territory",0
1972 Dec,"Calves","Northern Territory",0
1973 Jan,"Calves","Northern Territory",0
1973 Feb,"Calves","Northern Territory",0
1973 Mar,"Calves","Northern Territory",0
1973 Apr,"Calves","Northern Territory",0
1973 May,"Calves","Northern Territory",300
1973 Jun,"Calves","Northern Territory",100
1973 Jul,"Calves","Northern Territory",0
1973 Aug,"Calves","Northern Territory",100
1973 Sep,"Calves","Northern Territory",0
1973 Oct,"Calves","Northern Territory",100
1973 Nov,"Calves","Northern Territory",0
1973 Dec,"Calves","Northern Territory",0
1974 Jan,"Calves","Northern Territory",0
1974 Feb,"Calves","Northern Territory",0
1974 Mar,"Calves","Northern Territory",0
1974 Apr,"Calves","Northern Territory",0
1974 May,"Calves","Northern Territory",0
1974 Jun,"Calves","Northern Territory",100
1974 Jul,"Calves","Northern Territory",100
1974 Aug,"Calves","Northern Territory",0
1974 Sep,"Calves","Northern Territory",0
1974 Oct,"Calves","Northern Territory",100
1974 Nov,"Calves","Northern Territory",100
1974 Dec,"Calves","Northern Territory",0
1975 Jan,"Calves","Northern Territory",0
1975 Feb,"Calves","Northern Territory",0
1975 Mar,"Calves","Northern Territory",0
1975 Apr,"Calves","Northern Territory",100
1975 May,"Calves","Northern Territory",100
1975 Jun,"Calves","Northern Territory",100
1975 Jul,"Calves","Northern Territory",100
1975 Aug,"Calves","Northern Territory",200
1975 Sep,"Calves","Northern Territory",100
1975 Oct,"Calves","Northern Territory",100
1975 Nov,"Calves","Northern Territory",200
1975 Dec,"Calves","Northern Territory",200
1976 Jan,"Calves","Northern Territory",200
1976 Feb,"Calves","Northern Territory",100
1976 Mar,"Calves","Northern Territory",200
1976 Apr,"Calves","Northern Territory",200
1976 May,"Calves","Northern Territory",200
1976 Jun,"Calves","Northern Territory",200
1976 Jul,"Calves","Northern Territory",100
1976 Aug,"Calves","Northern Territory",100
1976 Sep,"Calves","Northern Territory",200
1976 Oct,"Calves","Northern Territory",200
1976 Nov,"Calves","Northern Territory",300
1976 Dec,"Calves","Northern Territory",100
1977 Jan,"Calves","Northern Territory",200
1977 Feb,"Calves","Northern Territory",100
1977 Mar,"Calves","Northern Territory",100
1977 Apr,"Calves","Northern Territory",200
1977 May,"Calves","Northern Territory",200
1977 Jun,"Calves","Northern Territory",200
1977 Jul,"Calves","Northern Territory",100
1977 Aug,"Calves","Northern Territory",100
1977 Sep,"Calves","Northern Territory",100
1977 Oct,"Calves","Northern Territory",100
1977 Nov,"Calves","Northern Territory",100
1977 Dec,"Calves","Northern Territory",0
1978 Jan,"Calves","Northern Territory",100
1978 Feb,"Calves","Northern Territory",200
1978 Mar,"Calves","Northern Territory",100
1978 Apr,"Calves","Northern Territory",200
1978 May,"Calves","Northern Territory",200
1978 Jun,"Calves","Northern Territory",100
1978 Jul,"Calves","Northern Territory",200
1978 Aug,"Calves","Northern Territory",100
1978 Sep,"Calves","Northern Territory",200
1978 Oct,"Calves","Northern Territory",100
1978 Nov,"Calves","Northern Territory",100
1978 Dec,"Calves","Northern Territory",0
1979 Jan,"Calves","Northern Territory",100
1979 Feb,"Calves","Northern Territory",100
1979 Mar,"Calves","Northern Territory",100
1979 Apr,"Calves","Northern Territory",100
