item,ds,y
21212,2011-08-08,51
21212,2011-08-09,144
21212,2011-08-10,36
21212,2011-08-11,27
21212,2011-08-12,74
21212,2011-08-14,3
21212,2011-08-15,78
21212,2011-08-16,51
21212,2011-08-17,72
21212,2011-08-18,1369
21212,2011-08-19,72
21212,2011-08-21,8
21212,2011-08-22,72
21212,2011-08-23,132
21212,2011-08-24,78
21212,2011-08-25,24
21212,2011-08-26,197
21212,2011-08-28,5
21212,2011-08-30,39
21212,2011-08-31,37
21212,2011-09-01,75
21212,2011-09-02,229
21212,2011-09-04,79
21212,2011-09-05,156
21212,2011-09-06,37
21212,2011-09-07,50
21212,2011-09-08,122
21212,2011-09-09,179
21212,2011-09-11,168
21212,2011-09-13,810
21212,2011-09-14,36
21212,2011-09-15,65
21212,2011-09-16,41
21212,2011-09-18,3
21212,2011-09-19,362
21212,2011-09-20,94
21212,2011-09-21,230
21212,2011-09-22,248
21212,2011-09-23,83
21212,2011-09-25,11
21212,2011-09-26,28
21212,2011-09-27,89
21212,2011-09-28,34
21212,2011-09-29,148
21212,2011-09-30,49
21212,2011-10-02,11
21212,2011-10-03,26
21212,2011-10-04,83
21212,2011-10-05,24
21212,2011-10-06,146
21212,2011-10-07,186
21212,2011-10-09,12
21212,2011-10-10,105
21212,2011-10-11,83
21212,2011-10-12,73
21212,2011-10-13,169
21212,2011-10-14,45
21212,2011-10-16,24
21212,2011-10-17,278
21212,2011-10-18,80
21212,2011-10-20,72
21212,2011-10-21,49
21212,2011-10-23,28
21212,2011-10-24,14
21212,2011-10-25,61
21212,2011-10-26,60
21212,2011-10-27,61
21212,2011-10-28,244
21212,2011-10-30,81
21212,2011-10-31,64
21212,2011-11-01,28
21212,2011-11-02,219
21212,2011-11-03,529
21212,2011-11-04,56
21212,2011-11-06,146
21212,2011-11-07,77
21212,2011-11-08,66
21212,2011-11-09,4
21212,2011-11-10,78
21212,2011-11-11,50
21212,2011-11-13,87
21212,2011-11-14,164
21212,2011-11-15,62
21212,2011-11-16,89
21212,2011-11-17,84
21212,2011-11-18,109
21212,2011-11-20,82
21212,2011-11-21,100
21212,2011-11-22,99
21212,2011-11-23,82
21212,2011-11-24,1
21212,2011-11-25,45
21212,2011-11-27,15
21212,2011-11-28,60
21212,2011-11-29,52
21212,2011-11-30,241
21212,2011-12-01,29
21212,2011-12-02,116
21212,2011-12-04,48
21212,2011-12-05,42
21212,2011-12-06,90
21212,2011-12-07,74
21212,2011-12-08,51
21212,2011-12-09,9
21213,2010-12-01,51
21213,2010-12-02,49
21213,2010-12-03,30
21213,2010-12-05,3
21213,2010-12-06,58
21213,2010-12-07,34
21213,2010-12-08,73
21213,2010-12-09,2
21213,2010-12-10,69
21213,2010-12-12,2
21213,2010-12-13,2
21213,2010-12-14,69
21213,2010-12-15,24
21213,2010-12-16,168
21213,2010-12-19,12
21213,2010-12-20,505
21213,2010-12-21,127
21213,2010-12-22,24
21213,2010-12-23,49
21213,2011-01-04,3
21213,2011-01-05,24
21213,2011-01-06,49
21213,2011-01-07,51
21213,2011-01-12,3
21213,2011-01-13,6
21213,2011-01-14,2
21213,2011-01-16,121
21213,2011-01-17,24
21213,2011-01-18,24
21213,2011-01-19,29
21213,2011-01-20,1
21213,2011-01-21,121
21213,2011-01-23,24
21213,2011-01-24,122
21213,2011-01-25,9
21213,2011-01-26,2
21213,2011-01-27,50
21213,2011-01-28,1
21213,2011-01-31,128
21213,2011-02-01,32
21213,2011-02-02,48
21213,2011-02-03,26
21213,2011-02-04,9
21213,2011-02-07,1
21213,2011-02-08,28
21213,2011-02-09,2
21213,2011-02-11,5
21213,2011-02-13,2
21213,2011-02-14,28
21213,2011-02-15,13
21213,2011-02-16,48
21213,2011-02-17,66
21213,2011-02-18,24
21213,2011-02-21,5
21213,2011-02-22,123
21213,2011-02-23,4
21213,2011-02-24,24
21213,2011-02-25,28
21213,2011-03-01,24
21213,2011-03-02,1
21213,2011-03-03,25
21213,2011-03-04,146
21213,2011-03-06,120
21213,2011-03-07,13
21213,2011-03-08,48
21213,2011-03-09,15
21213,2011-03-10,45
21213,2011-03-11,7
21213,2011-03-14,264
21213,2011-03-15,23
21213,2011-03-17,1
21213,2011-03-18,28
21213,2011-03-20,24
21213,2011-03-21,58
21213,2011-03-22,21
21213,2011-03-23,27
21213,2011-03-24,73
21213,2011-03-25,29
21213,2011-03-28,1
21213,2011-03-29,374
21213,2011-03-31,54
21213,2011-04-01,7
21213,2011-04-03,8
21213,2011-04-04,26
21213,2011-04-05,51
21213,2011-04-06,33
21213,2011-04-07,49
21213,2011-04-10,25
21213,2011-04-11,268
21213,2011-04-12,36
21213,2011-04-14,49
21213,2011-04-15,6
21213,2011-04-17,4
21213,2011-04-19,5
21213,2011-04-20,993
21213,2011-04-21,25
21213,2011-04-26,32
21213,2011-04-28,120
21213,2011-05-03,231
21213,2011-05-04,48
21213,2011-05-05,24
21213,2011-05-06,27
21213,2011-05-08,32
21213,2011-05-09,10
21213,2011-05-10,63
21213,2011-05-11,24
21213,2011-05-12,30
21213,2011-05-13,38
21213,2011-05-15,11
21213,2011-05-16,28
21213,2011-05-17,30
21213,2011-05-19,24
21213,2011-05-23,12
21213,2011-05-24,50
21213,2011-05-25,25
21213,2011-05-27,47
21213,2011-05-29,12
21213,2011-05-31,15
21213,2011-06-01,29
21213,2011-06-02,3
21213,2011-06-03,120
21213,2011-06-05,88
21213,2011-06-06,49
21213,2011-06-07,10
21213,2011-06-08,76
21213,2011-06-09,28
21213,2011-06-10,3
21213,2011-06-12,12
21213,2011-06-13,2
21213,2011-06-14,36
21213,2011-06-15,219
21213,2011-06-16,48
21213,2011-06-17,52
21213,2011-06-19,146
21213,2011-06-20,34
21213,2011-06-21,1
21213,2011-06-22,144
21213,2011-06-23,54
21213,2011-06-24,1
21213,2011-06-26,2
21213,2011-06-27,24
21213,2011-06-29,28
21213,2011-06-30,24
21213,2011-07-01,25
21213,2011-07-04,25
21213,2011-07-05,483
21213,2011-07-06,2
21213,2011-07-07,24
21213,2011-07-10,3
21213,2011-07-11,28
21213,2011-07-12,1
21213,2011-07-13,26
21213,2011-07-14,2
21213,2011-07-15,2
21213,2011-07-17,147
21213,2011-07-18,6
21213,2011-07-19,96
21213,2011-07-20,24
21213,2011-07-21,1
21213,2011-07-22,27
21213,2011-07-24,6
21213,2011-07-25,76
21213,2011-07-26,29
21213,2011-07-27,1
21213,2011-07-28,48
21213,2011-07-29,72
21213,2011-07-31,5
21213,2011-08-01,72
21213,2011-08-03,144
21213,2011-08-04,25
21213,2011-08-08,52
21213,2011-08-09,6
21213,2011-08-11,26
21213,2011-08-14,4
21213,2011-08-16,6
21213,2011-08-17,48
21213,2011-08-18,721
21213,2011-08-19,48
21213,2011-08-21,29
21213,2011-08-22,72
21213,2011-08-23,36
21213,2011-08-24,21
21213,2011-08-25,96
21213,2011-08-26,2
21213,2011-08-28,4
21213,2011-08-30,10
21213,2011-09-01,2
21213,2011-09-02,154
21213,2011-09-04,53
21213,2011-09-05,35
21213,2011-09-06,281
21213,2011-09-07,26
21213,2011-09-08,55
21213,2011-09-09,12
21213,2011-09-11,391
21213,2011-09-12,26
21213,2011-09-13,625
21213,2011-09-14,123
21213,2011-09-15,36
21213,2011-09-16,55
21213,2011-09-19,290
21213,2011-09-20,38
21213,2011-09-21,4
21213,2011-09-22,35
21213,2011-09-23,50
21213,2011-09-25,3
21213,2011-09-26,89
21213,2011-09-27,26
21213,2011-09-28,38
21213,2011-09-29,52
21213,2011-09-30,28
21213,2011-10-02,9
21213,2011-10-03,24
21213,2011-10-04,43
21213,2011-10-05,73
21213,2011-10-06,55
21213,2011-10-07,79
21213,2011-10-10,32
21213,2011-10-11,7
21213,2011-10-12,24
21213,2011-10-13,50
21213,2011-10-14,61
21213,2011-10-16,2
21213,2011-10-17,120
21213,2011-10-18,81
21213,2011-10-19,100
21213,2011-10-20,48
21213,2011-10-21,33
21213,2011-10-23,2
21213,2011-10-24,2
21213,2011-10-25,30
21213,2011-10-26,24
21213,2011-10-27,151
21213,2011-10-28,263
21213,2011-10-30,35
21213,2011-10-31,59
21213,2011-11-02,1
21213,2011-11-03,48
21213,2011-11-04,69
21213,2011-11-06,50
21213,2011-11-07,24
21213,2011-11-08,6
21213,2011-11-09,25
21213,2011-11-10,1
21213,2011-11-11,47
21213,2011-11-13,14
21213,2011-11-14,27
21213,2011-11-15,10
21213,2011-11-16,15
21213,2011-11-17,50
21213,2011-11-18,32
21213,2011-11-20,29
21213,2011-11-21,26
21213,2011-11-22,6
21213,2011-11-23,28
21213,2011-11-27,4
21213,2011-11-28,26
21213,2011-11-29,27
21213,2011-11-30,121
21213,2011-12-01,24
21213,2011-12-02,6
21213,2011-12-04,6
21213,2011-12-05,50
21213,2011-12-06,3
21213,2011-12-07,48
21213,2011-12-08,3
21213,2011-12-09,2
21915,2010-12-01,101
21915,2010-12-02,1448
21915,2010-12-03,14
21915,2010-12-05,97
21915,2010-12-06,55
21915,2010-12-07,65
21915,2010-12-09,24
21915,2010-12-10,26
21915,2010-12-12,73
21915,2010-12-13,38
21915,2010-12-14,126
21915,2010-12-15,12
21915,2010-12-16,109
21915,2010-12-17,29
21915,2010-12-20,11
21915,2010-12-21,2
21915,2011-01-04,1
21915,2011-01-05,18
21915,2011-01-06,252
21915,2011-01-09,14
21915,2011-01-10,12
21915,2011-01-11,12
21915,2011-01-13,12
21915,2011-01-14,36
21915,2011-01-17,25
21915,2011-01-18,13
21915,2011-01-19,24
21915,2011-01-20,24
21915,2011-01-21,13
21915,2011-01-23,17
21915,2011-01-24,12
21915,2011-01-25,22
21915,2011-01-26,24
21915,2011-01-27,12
21915,2011-01-28,12
21915,2011-01-30,2
21915,2011-01-31,61
21915,2011-02-01,24
21915,2011-02-02,25
21915,2011-02-03,422
21915,2011-02-04,24
21915,2011-02-08,1
21915,2011-02-09,12
21915,2011-02-11,12
21915,2011-02-14,13
21915,2011-02-17,14
21915,2011-02-18,12
21915,2011-02-21,15
21915,2011-02-22,13
21915,2011-02-23,36
21915,2011-02-24,36
21915,2011-02-25,24
21915,2011-02-27,1
21915,2011-02-28,12
21915,2011-03-01,48
21915,2011-03-03,240
21915,2011-03-04,304
21915,2011-03-07,252
21915,2011-03-08,2
21915,2011-03-09,26
21915,2011-03-10,36
21915,2011-03-13,3
21915,2011-03-14,60
21915,2011-03-15,12
21915,2011-03-16,12
21915,2011-03-17,60
21915,2011-03-18,12
21915,2011-03-20,36
21915,2011-03-22,24
21915,2011-03-23,36
21915,2011-03-27,60
21915,2011-03-28,25
21915,2011-03-29,69
21915,2011-03-30,24
21915,2011-03-31,51
21915,2011-04-01,572
21915,2011-04-03,1
21915,2011-04-05,6
21915,2011-04-07,16
21915,2011-04-08,73
21915,2011-04-10,12
21915,2011-04-11,36
21915,2011-04-13,36
21915,2011-04-17,24
21915,2011-04-18,23
21915,2011-04-19,30
21915,2011-04-20,36
21915,2011-04-21,36
21915,2011-04-26,36
21915,2011-04-27,304
21915,2011-04-28,24
21915,2011-05-04,48
21915,2011-05-05,53
21915,2011-05-06,27
21915,2011-05-08,24
21915,2011-05-09,24
21915,2011-05-10,24
21915,2011-05-11,36
21915,2011-05-13,60
21915,2011-05-15,16
21915,2011-05-16,84
21915,2011-05-17,24
21915,2011-05-18,24
21915,2011-05-19,156
21915,2011-05-20,12
21915,2011-05-22,12
21915,2011-05-23,12
21915,2011-05-24,25
21915,2011-05-25,12
21915,2011-05-26,24
21915,2011-05-27,12
21915,2011-05-31,280
21915,2011-06-01,1
21915,2011-06-03,12
21915,2011-06-05,12
21915,2011-06-06,12
21915,2011-06-07,12
21915,2011-06-08,24
21915,2011-06-09,24
21915,2011-06-12,12
21915,2011-06-13,36
21915,2011-06-14,2
21915,2011-06-15,264
21915,2011-06-16,72
21915,2011-06-17,36
21915,2011-06-19,24
21915,2011-06-20,1
21915,2011-06-21,12
21915,2011-06-22,84
21915,2011-06-23,240
21915,2011-06-24,1
21915,2011-06-29,25
21915,2011-06-30,14
21915,2011-07-01,72
21915,2011-07-03,15
21915,2011-07-04,14
21915,2011-07-05,49
21915,2011-07-06,3
21915,2011-07-07,4
21915,2011-07-08,12
21915,2011-07-10,3
21915,2011-07-11,6
21915,2011-07-12,12
21915,2011-07-13,12
21915,2011-07-14,48
21915,2011-07-15,85
21915,2011-07-17,12
21915,2011-07-18,61
21915,2011-07-19,133
21915,2011-07-21,12
21915,2011-07-22,1
21915,2011-07-24,24
21915,2011-07-25,86
21915,2011-07-27,12
21915,2011-07-28,12
21915,2011-07-29,37
21915,2011-07-31,39
21915,2011-08-01,48
21915,2011-08-02,12
21915,2011-08-03,24
21915,2011-08-04,288
21915,2011-08-05,7
21915,2011-08-07,2
21915,2011-08-08,701
21915,2011-08-10,1
21915,2011-08-11,144
21915,2011-08-12,11
21915,2011-08-15,24
21915,2011-08-17,72
21915,2011-08-18,240
21915,2011-08-22,39
21915,2011-08-23,48
21915,2011-08-24,255
21915,2011-08-26,24
21915,2011-08-30,1
21915,2011-08-31,12
21915,2011-09-01,720
21915,2011-09-02,852
21915,2011-09-04,36
21915,2011-09-05,103
21915,2011-09-06,12
21915,2011-09-07,64
21915,2011-09-08,42
21915,2011-09-09,14
21915,2011-09-11,27
21915,2011-09-12,44
21915,2011-09-13,38
21915,2011-09-14,29
21915,2011-09-15,157
21915,2011-09-16,36
21915,2011-09-18,3
21915,2011-09-19,122
21915,2011-09-20,12
21915,2011-09-21,269
21915,2011-09-22,61
21915,2011-09-23,19
21915,2011-09-25,62
21915,2011-09-26,48
21915,2011-09-27,3
21915,2011-09-28,50
21915,2011-09-29,65
21915,2011-09-30,132
21915,2011-10-02,14
21915,2011-10-03,45
21915,2011-10-04,1566
21915,2011-10-05,64
21915,2011-10-06,58
21915,2011-10-07,98
21915,2011-10-10,34
21915,2011-10-11,24
21915,2011-10-12,109
21915,2011-10-13,61
21915,2011-10-14,12
21915,2011-10-16,12
21915,2011-10-17,293
21915,2011-10-18,107
21915,2011-10-19,77
21915,2011-10-20,65
21915,2011-10-21,276
21915,2011-10-23,12
21915,2011-10-24,33
21915,2011-10-25,24
21915,2011-10-26,21
21915,2011-10-27,99
21915,2011-10-28,147
21915,2011-10-30,27
21915,2011-10-31,42
21915,2011-11-01,291
21915,2011-11-02,27
21915,2011-11-03,2158
21915,2011-11-04,80
21915,2011-11-06,54
21915,2011-11-07,575
21915,2011-11-08,59
21915,2011-11-09,13
21915,2011-11-10,8
21915,2011-11-11,6
21915,2011-11-14,285
21915,2011-11-15,36
21915,2011-11-16,22
21915,2011-11-17,205
21915,2011-11-18,3
21915,2011-11-21,3
21915,2011-11-22,1
21915,2011-11-23,18
21915,2011-12-02,1120
21915,2011-12-07,2
21977,2010-12-01,122
21977,2010-12-02,144
21977,2010-12-03,133
21977,2010-12-05,10
21977,2010-12-06,56
21977,2010-12-07,9
21977,2010-12-08,57
21977,2010-12-09,33
21977,2010-12-10,75
21977,2010-12-12,2
21977,2010-12-13,36
21977,2010-12-14,53
21977,2010-12-15,24
21977,2010-12-16,168
21977,2010-12-17,267
21977,2010-12-19,1
21977,2010-12-20,507
21977,2010-12-21,27
21977,2011-01-04,3
21977,2011-01-05,74
21977,2011-01-06,26
21977,2011-01-07,28
21977,2011-01-09,48
21977,2011-01-10,77
21977,2011-01-12,4
21977,2011-01-13,24
21977,2011-01-14,2
21977,2011-01-17,25
21977,2011-01-18,2
21977,2011-01-19,2
21977,2011-01-20,1
21977,2011-01-21,124
21977,2011-01-24,32
21977,2011-01-25,51
21977,2011-01-26,4
21977,2011-01-27,54
21977,2011-01-30,3
21977,2011-01-31,174
21977,2011-02-01,103
21977,2011-02-02,3
21977,2011-02-03,504
21977,2011-02-04,3
21977,2011-02-06,24
21977,2011-02-07,24
21977,2011-02-08,3
21977,2011-02-09,24
21977,2011-02-10,24
21977,2011-02-14,30
21977,2011-02-15,181
21977,2011-02-16,25
21977,2011-02-17,57
21977,2011-02-18,171
21977,2011-02-21,30
21977,2011-02-22,89
21977,2011-02-24,48
21977,2011-02-25,48
21977,2011-02-27,24
21977,2011-02-28,125
21977,2011-03-02,72
21977,2011-03-03,49
21977,2011-03-04,27
21977,2011-03-06,3
21977,2011-03-07,49
21977,2011-03-08,183
21977,2011-03-09,76
21977,2011-03-10,352
21977,2011-03-11,24
21977,2011-03-14,528
21977,2011-03-15,29
21977,2011-03-16,96
21977,2011-03-17,3
21977,2011-03-18,391
21977,2011-03-20,80
21977,2011-03-21,55
21977,2011-03-22,56
21977,2011-03-23,78
21977,2011-03-24,207
21977,2011-03-25,11
21977,2011-03-27,1
21977,2011-03-28,77
21977,2011-03-29,76
21977,2011-03-30,121
21977,2011-03-31,53
21977,2011-04-01,48
21977,2011-04-03,11
21977,2011-04-04,2
21977,2011-04-05,53
21977,2011-04-06,1
21977,2011-04-07,5
21977,2011-04-08,96
21977,2011-04-10,2
21977,2011-04-11,421
21977,2011-04-12,81
21977,2011-04-13,168
21977,2011-04-14,72
21977,2011-04-15,5
21977,2011-04-17,4
21977,2011-04-18,76
21977,2011-04-19,51
21977,2011-04-20,1046
21977,2011-04-21,148
21977,2011-04-26,150
21977,2011-04-27,9
21977,2011-04-28,96
21977,2011-05-03,50
21977,2011-05-04,48
21977,2011-05-05,50
21977,2011-05-06,322
21977,2011-05-08,85
21977,2011-05-09,2
21977,2011-05-10,191
21977,2011-05-11,52
21977,2011-05-12,136
21977,2011-05-13,97
21977,2011-05-15,20
21977,2011-05-16,29
21977,2011-05-17,78
21977,2011-05-19,3
21977,2011-05-20,28
21977,2011-05-22,35
21977,2011-05-23,2724
21977,2011-05-24,25
21977,2011-05-25,26
21977,2011-05-26,2
21977,2011-05-27,48
21977,2011-05-31,4
21977,2011-06-01,7
21977,2011-06-02,7
21977,2011-06-03,1
21977,2011-06-05,1
21977,2011-06-06,48
21977,2011-06-07,52
21977,2011-06-08,4
21977,2011-06-09,202
21977,2011-06-10,2
21977,2011-06-12,29
21977,2011-06-13,51
21977,2011-06-14,28
21977,2011-06-15,266
21977,2011-06-16,48
21977,2011-06-17,72
21977,2011-06-19,6
21977,2011-06-20,27
21977,2011-06-21,2
21977,2011-06-22,444
21977,2011-06-23,72
21977,2011-06-27,39
21977,2011-06-28,24
21977,2011-06-29,49
21977,2011-06-30,24
21977,2011-07-03,24
21977,2011-07-04,48
21977,2011-07-05,49
21977,2011-07-06,7
21977,2011-07-07,12
21977,2011-07-08,1
21977,2011-07-11,9
21977,2011-07-12,8
21977,2011-07-13,27
21977,2011-07-14,51
21977,2011-07-15,72
21977,2011-07-17,24
21977,2011-07-18,28
21977,2011-07-19,624
21977,2011-07-20,27
21977,2011-07-21,49
21977,2011-07-22,3
21977,2011-07-24,600
21977,2011-07-25,175
21977,2011-07-26,78
21977,2011-07-27,51
21977,2011-07-28,100
21977,2011-07-29,72
21977,2011-07-31,266
21977,2011-08-01,49
21977,2011-08-02,24
21977,2011-08-03,78
21977,2011-08-04,72
21977,2011-08-07,48
21977,2011-08-08,25
21977,2011-08-09,149
21977,2011-08-11,26
21977,2011-08-12,48
21977,2011-08-15,4
21977,2011-08-16,24
21977,2011-08-17,24
21977,2011-08-18,792
21977,2011-08-19,24
21977,2011-08-21,11
21977,2011-08-22,24
21977,2011-08-23,698
21977,2011-08-24,150
21977,2011-08-28,4
21977,2011-08-30,4
21977,2011-08-31,5
21977,2011-09-01,48
21977,2011-09-02,147
21977,2011-09-04,1
21977,2011-09-05,49
21977,2011-09-06,4
21977,2011-09-07,26
21977,2011-09-08,79
21977,2011-09-09,144
21977,2011-09-11,362
21977,2011-09-12,48
21977,2011-09-13,700
21977,2011-09-14,28
21977,2011-09-15,11
21977,2011-09-18,3
21977,2011-09-19,48
21977,2011-09-20,105
21977,2011-09-21,124
21977,2011-09-22,72
21977,2011-09-23,52
21977,2011-09-25,1
21977,2011-09-26,29
21977,2011-09-27,72
21977,2011-09-28,36
21977,2011-09-29,72
21977,2011-10-02,4
21977,2011-10-03,26
21977,2011-10-04,2
21977,2011-10-05,674
21977,2011-10-06,74
21977,2011-10-07,99
21977,2011-10-09,2
21977,2011-10-10,33
21977,2011-10-11,27
21977,2011-10-12,24
21977,2011-10-13,133
21977,2011-10-14,29
21977,2011-10-16,24
21977,2011-10-17,30
21977,2011-10-18,7
21977,2011-10-19,24
21977,2011-10-20,56
21977,2011-10-23,1
21977,2011-10-24,5
21977,2011-10-25,28
21977,2011-10-27,11
21977,2011-10-28,50
21977,2011-10-30,4
21977,2011-10-31,51
21977,2011-11-01,27
21977,2011-11-02,3
21977,2011-11-03,27
21977,2011-11-04,2
21977,2011-11-06,48
21977,2011-11-07,2
21977,2011-11-08,28
21977,2011-11-09,25
21977,2011-11-10,146
21977,2011-11-11,40
21977,2011-11-13,62
21977,2011-11-14,6
21977,2011-11-15,53
21977,2011-11-16,243
21977,2011-11-17,6
21977,2011-11-18,97
21977,2011-11-20,10
21977,2011-11-21,221
21977,2011-11-22,49
21977,2011-11-23,77
21977,2011-11-24,29
21977,2011-11-25,5
21977,2011-11-27,11
21977,2011-11-28,29
21977,2011-11-29,58
21977,2011-11-30,124
21977,2011-12-01,13
21977,2011-12-02,6
21977,2011-12-04,9
21977,2011-12-05,57
21977,2011-12-06,26
21977,2011-12-07,55
21977,2011-12-08,66
21977,2011-12-09,3
22086,2010-12-01,274
22086,2010-12-02,136
22086,2010-12-03,140
22086,2010-12-05,133
22086,2010-12-06,237
22086,2010-12-07,274
22086,2010-12-08,107
22086,2010-12-09,154
22086,2010-12-10,223
22086,2010-12-12,60
22086,2010-12-13,205
22086,2010-12-14,115
22086,2010-12-15,91
22086,2010-12-16,131
22086,2010-12-17,55
22086,2010-12-20,51
22086,2010-12-21,70
22086,2010-12-23,4
22086,2011-01-04,1
22086,2011-01-05,10
22086,2011-01-06,3
22086,2011-01-07,2
22086,2011-01-10,1
22086,2011-01-12,5
22086,2011-01-17,2
22086,2011-02-17,2
22086,2011-02-22,2
22086,2011-02-28,1
22086,2011-03-01,4
22086,2011-03-02,40
22086,2011-03-08,1
22086,2011-03-23,2
22086,2011-03-24,40
22086,2011-04-03,3
22086,2011-04-07,9
22086,2011-04-18,1
22086,2011-05-06,4
22086,2011-05-10,13
22086,2011-06-07,1
22086,2011-06-08,1
22086,2011-06-14,1
22086,2011-06-23,6
22086,2011-06-27,4
22086,2011-06-28,320
22086,2011-06-29,11
22086,2011-07-03,30
22086,2011-07-05,18
22086,2011-07-12,2
22086,2011-07-14,13
22086,2011-07-15,1
22086,2011-07-18,19
22086,2011-07-20,3
22086,2011-07-21,8
22086,2011-07-24,2
22086,2011-07-26,22
22086,2011-07-27,7
22086,2011-07-28,190
22086,2011-07-29,6
22086,2011-07-31,62
22086,2011-08-02,46
22086,2011-08-03,44
22086,2011-08-04,145
22086,2011-08-05,46
22086,2011-08-11,13
22086,2011-08-14,9
22086,2011-08-17,20
22086,2011-08-19,6
22086,2011-08-21,10
22086,2011-08-22,6
22086,2011-08-23,1
22086,2011-08-24,8
22086,2011-08-25,1
22086,2011-08-26,12
22086,2011-08-30,83
22086,2011-08-31,40
22086,2011-09-01,40
22086,2011-09-02,5
22086,2011-09-04,24
22086,2011-09-05,210
22086,2011-09-06,24
22086,2011-09-07,15
22086,2011-09-08,10
22086,2011-09-09,25
22086,2011-09-11,211
22086,2011-09-12,118
22086,2011-09-13,170
22086,2011-09-14,50
22086,2011-09-15,156
22086,2011-09-16,99
22086,2011-09-18,8
22086,2011-09-19,70
22086,2011-09-20,63
22086,2011-09-21,29
22086,2011-09-22,175
22086,2011-09-23,122
22086,2011-09-25,143
22086,2011-09-26,38
22086,2011-09-27,105
22086,2011-09-28,22
22086,2011-09-29,96
22086,2011-09-30,78
22086,2011-10-02,20
22086,2011-10-03,70
22086,2011-10-04,743
22086,2011-10-05,45
22086,2011-10-06,60
22086,2011-10-07,33
22086,2011-10-09,26
22086,2011-10-10,378
22086,2011-10-11,100
22086,2011-10-12,164
22086,2011-10-13,55
22086,2011-10-14,52
22086,2011-10-16,70
22086,2011-10-17,323
22086,2011-10-18,71
22086,2011-10-19,137
22086,2011-10-20,116
22086,2011-10-21,96
22086,2011-10-23,13
22086,2011-10-24,391
22086,2011-10-25,130
22086,2011-10-26,48
22086,2011-10-27,71
22086,2011-10-28,30
22086,2011-10-30,94
22086,2011-10-31,93
22086,2011-11-01,82
22086,2011-11-02,254
22086,2011-11-03,1079
22086,2011-11-04,144
22086,2011-11-06,93
22086,2011-11-07,539
22086,2011-11-08,140
22086,2011-11-09,265
22086,2011-11-10,138
22086,2011-11-11,201
22086,2011-11-13,153
22086,2011-11-14,914
22086,2011-11-15,178
22086,2011-11-16,257
22086,2011-11-17,280
22086,2011-11-18,279
22086,2011-11-20,253
22086,2011-11-21,272
22086,2011-11-22,456
22086,2011-11-23,454
22086,2011-11-24,114
22086,2011-11-25,296
22086,2011-11-27,100
22086,2011-11-28,328
22086,2011-11-29,356
22086,2011-11-30,283
22086,2011-12-01,304
22086,2011-12-02,240
22086,2011-12-04,53
22086,2011-12-05,493
22086,2011-12-06,198
22086,2011-12-07,306
22086,2011-12-08,381
22086,2011-12-09,114
22178,2010-12-01,69
22178,2010-12-02,24
22178,2010-12-03,14
22178,2010-12-06,125
22178,2010-12-07,155
22178,2010-12-08,54
22178,2010-12-09,50
22178,2010-12-10,123
22178,2010-12-12,18
22178,2010-12-13,310
22178,2010-12-14,36
22178,2010-12-15,111
22178,2010-12-16,72
22178,2010-12-17,64
22178,2010-12-20,95
22178,2010-12-21,23
22178,2010-12-23,12
22178,2011-01-04,27
22178,2011-01-05,43
22178,2011-01-06,158
22178,2011-01-07,156
22178,2011-01-09,12
22178,2011-01-10,1
22178,2011-01-11,156
22178,2011-01-12,12
22178,2011-01-13,16
22178,2011-01-14,19
22178,2011-01-17,138
22178,2011-01-18,39
22178,2011-01-19,18
22178,2011-01-20,12
22178,2011-01-21,36
22178,2011-01-23,96
22178,2011-01-24,3
22178,2011-01-25,234
22178,2011-01-26,24
22178,2011-01-27,29
22178,2011-01-28,25
22178,2011-01-30,18
22178,2011-01-31,108
22178,2011-02-01,120
22178,2011-02-02,192
22178,2011-02-03,23
22178,2011-02-04,24
22178,2011-02-06,15
22178,2011-02-07,20
22178,2011-02-08,27
22178,2011-02-09,37
22178,2011-02-10,12
22178,2011-02-11,128
22178,2011-02-13,18
22178,2011-02-14,26
22178,2011-02-15,15
22178,2011-02-16,24
22178,2011-02-17,54
22178,2011-02-18,12
22178,2011-02-20,2
22178,2011-02-21,4
22178,2011-02-22,16
22178,2011-02-23,16
22178,2011-02-24,204
22178,2011-02-25,246
22178,2011-02-27,24
22178,2011-02-28,62
22178,2011-03-01,224
22178,2011-03-02,24
22178,2011-03-03,40
22178,2011-03-04,19
22178,2011-03-06,37
22178,2011-03-07,125
22178,2011-03-08,63
22178,2011-03-09,36
22178,2011-03-10,25
22178,2011-03-11,39
22178,2011-03-13,2
22178,2011-03-14,6
22178,2011-03-15,12
22178,2011-03-16,156
22178,2011-03-17,303
22178,2011-03-18,50
22178,2011-03-20,127
22178,2011-03-21,195
22178,2011-03-22,154
22178,2011-03-23,39
22178,2011-03-24,54
22178,2011-03-25,24
22178,2011-03-27,60
22178,2011-03-28,71
22178,2011-03-29,242
22178,2011-03-30,401
22178,2011-03-31,179
22178,2011-04-01,54
22178,2011-04-03,5
22178,2011-04-04,82
22178,2011-04-05,30
22178,2011-04-06,153
22178,2011-04-07,57
22178,2011-04-08,147
22178,2011-04-10,24
22178,2011-04-11,150
22178,2011-04-12,48
22178,2011-04-13,6
22178,2011-04-14,326
22178,2011-04-15,36
22178,2011-04-17,60
22178,2011-04-18,227
22178,2011-04-19,94
22178,2011-04-20,204
22178,2011-04-21,120
