ds,meter,y
2008-11-27,sub_metering_1,2491.0
2008-11-28,sub_metering_1,1113.0
2008-11-29,sub_metering_1,5268.0
2008-11-30,sub_metering_1,1161.0
2008-12-01,sub_metering_1,1085.0
2008-12-02,sub_metering_1,0.0
2008-12-03,sub_metering_1,1137.0
2008-12-04,sub_metering_1,1085.0
2008-12-05,sub_metering_1,831.0
2008-12-06,sub_metering_1,4005.0
2008-12-07,sub_metering_1,3294.0
2008-12-08,sub_metering_1,1117.0
2008-12-09,sub_metering_1,1985.0
2008-12-10,sub_metering_1,1128.0
2008-12-11,sub_metering_1,1160.0
2008-12-12,sub_metering_1,1157.0
2008-12-13,sub_metering_1,2186.0
2008-12-14,sub_metering_1,3742.0
2008-12-15,sub_metering_1,1178.0
2008-12-16,sub_metering_1,0.0
2008-12-17,sub_metering_1,4251.0
2008-12-18,sub_metering_1,1125.0
2008-12-19,sub_metering_1,1538.0
2008-12-20,sub_metering_1,1132.0
2008-12-21,sub_metering_1,1099.0
2008-12-22,sub_metering_1,2157.0
2008-12-23,sub_metering_1,2666.0
2008-12-24,sub_metering_1,0.0
2008-12-25,sub_metering_1,0.0
2008-12-26,sub_metering_1,1121.0
2008-12-27,sub_metering_1,0.0
2008-12-28,sub_metering_1,1953.0
2008-12-29,sub_metering_1,0.0
2008-12-30,sub_metering_1,0.0
2008-12-31,sub_metering_1,2975.0
2009-01-01,sub_metering_1,765.0
2009-01-02,sub_metering_1,2417.0
2009-01-03,sub_metering_1,6440.0
2009-01-04,sub_metering_1,1457.0
2009-01-05,sub_metering_1,1247.0
2009-01-06,sub_metering_1,0.0
2009-01-07,sub_metering_1,2687.0
2009-01-08,sub_metering_1,2773.0
2009-01-09,sub_metering_1,1802.0
2009-01-10,sub_metering_1,2828.0
2009-01-11,sub_metering_1,4521.0
2009-01-12,sub_metering_1,0.0
2009-01-13,sub_metering_1,1140.0
2009-01-14,sub_metering_1,2277.0
2009-01-15,sub_metering_1,2731.0
2009-01-16,sub_metering_1,5811.0
2009-01-17,sub_metering_1,2477.0
2009-01-18,sub_metering_1,5649.0
2009-01-19,sub_metering_1,1118.0
2009-01-20,sub_metering_1,0.0
2009-01-21,sub_metering_1,1148.0
2009-01-22,sub_metering_1,0.0
2009-01-23,sub_metering_1,2078.0
2009-01-24,sub_metering_1,5096.0
2009-01-25,sub_metering_1,3971.0
2009-01-26,sub_metering_1,1121.0
2009-01-27,sub_metering_1,896.0
2009-01-28,sub_metering_1,2301.0
2009-01-29,sub_metering_1,0.0
2009-01-30,sub_metering_1,1622.0
2009-01-31,sub_metering_1,8278.0
2009-02-01,sub_metering_1,3330.0
2009-02-02,sub_metering_1,1159.0
2009-02-03,sub_metering_1,703.0
2009-02-04,sub_metering_1,871.0
2009-02-05,sub_metering_1,1104.0
2009-02-06,sub_metering_1,1165.0
2009-02-07,sub_metering_1,6822.0
2009-02-08,sub_metering_1,5341.0
2009-02-09,sub_metering_1,1063.0
2009-02-10,sub_metering_1,1128.0
2009-02-11,sub_metering_1,2985.0
2009-02-12,sub_metering_1,1109.0
2009-02-13,sub_metering_1,1100.0
2009-02-14,sub_metering_1,2280.0
2009-02-15,sub_metering_1,2465.0
2009-02-16,sub_metering_1,0.0
2009-02-17,sub_metering_1,0.0
2009-02-18,sub_metering_1,0.0
2009-02-19,sub_metering_1,1046.0
2009-02-20,sub_metering_1,2897.0
2009-02-21,sub_metering_1,2111.0
2009-02-22,sub_metering_1,3816.0
2009-02-23,sub_metering_1,1212.0
2009-02-24,sub_metering_1,0.0
2009-02-25,sub_metering_1,1092.0
2009-02-26,sub_metering_1,0.0
2009-02-27,sub_metering_1,1154.0
2009-02-28,sub_metering_1,1145.0
2009-03-01,sub_metering_1,11178.0
2009-03-02,sub_metering_1,1560.0
2009-03-03,sub_metering_1,1159.0
2009-03-04,sub_metering_1,2214.0
2009-03-05,sub_metering_1,0.0
2009-03-06,sub_metering_1,1144.0
2009-03-07,sub_metering_1,1055.0
2009-03-08,sub_metering_1,7253.0
2009-03-09,sub_metering_1,2001.0
2009-03-10,sub_metering_1,0.0
2009-03-11,sub_metering_1,3476.0
2009-03-12,sub_metering_1,0.0
2009-03-13,sub_metering_1,1082.0
2009-03-14,sub_metering_1,2196.0
2009-03-15,sub_metering_1,3478.0
2009-03-16,sub_metering_1,0.0
2009-03-17,sub_metering_1,1110.0
2009-03-18,sub_metering_1,1123.0
2009-03-19,sub_metering_1,0.0
2009-03-20,sub_metering_1,1083.0
2009-03-21,sub_metering_1,5420.0
2009-03-22,sub_metering_1,2017.0
2009-03-23,sub_metering_1,1078.0
2009-03-24,sub_metering_1,1710.0
2009-03-25,sub_metering_1,2780.0
2009-03-26,sub_metering_1,0.0
2009-03-27,sub_metering_1,1103.0
2009-03-28,sub_metering_1,4527.0
2009-03-29,sub_metering_1,1611.0
2009-03-30,sub_metering_1,1085.0
2009-03-31,sub_metering_1,2202.0
2009-04-01,sub_metering_1,2807.0
2009-04-02,sub_metering_1,1128.0
2009-04-03,sub_metering_1,0.0
2009-04-04,sub_metering_1,2699.0
2009-04-05,sub_metering_1,3832.0
2009-04-06,sub_metering_1,799.0
2009-04-07,sub_metering_1,1103.0
2009-04-08,sub_metering_1,2131.0
2009-04-09,sub_metering_1,2682.0
2009-04-10,sub_metering_1,2057.0
2009-04-11,sub_metering_1,3661.0
2009-04-12,sub_metering_1,7498.0
2009-04-13,sub_metering_1,1006.0
2009-04-14,sub_metering_1,888.0
2009-04-15,sub_metering_1,1880.0
2009-04-16,sub_metering_1,2896.0
2009-04-17,sub_metering_1,0.0
2009-04-18,sub_metering_1,1028.0
2009-04-19,sub_metering_1,2201.0
2009-04-20,sub_metering_1,0.0
2009-04-21,sub_metering_1,1925.0
2009-04-22,sub_metering_1,1024.0
2009-04-23,sub_metering_1,1068.0
2009-04-24,sub_metering_1,0.0
2009-04-25,sub_metering_1,2007.0
2009-04-26,sub_metering_1,3053.0
2009-04-27,sub_metering_1,995.0
2009-04-28,sub_metering_1,2068.0
2009-04-29,sub_metering_1,1043.0
2009-04-30,sub_metering_1,1027.0
2009-05-01,sub_metering_1,1067.0
2009-05-02,sub_metering_1,1430.0
2009-05-03,sub_metering_1,3207.0
2009-05-04,sub_metering_1,1007.0
2009-05-05,sub_metering_1,1049.0
2009-05-06,sub_metering_1,1038.0
2009-05-07,sub_metering_1,0.0
2009-05-08,sub_metering_1,2226.0
2009-05-09,sub_metering_1,2090.0
2009-05-10,sub_metering_1,4300.0
2009-05-11,sub_metering_1,1035.0
2009-05-12,sub_metering_1,0.0
2009-05-13,sub_metering_1,1419.0
2009-05-14,sub_metering_1,0.0
2009-05-15,sub_metering_1,1382.0
2009-05-16,sub_metering_1,1705.0
2009-05-17,sub_metering_1,2555.0
2009-05-18,sub_metering_1,763.0
2009-05-19,sub_metering_1,3253.0
2009-05-20,sub_metering_1,1061.0
2009-05-21,sub_metering_1,1553.0
2009-05-22,sub_metering_1,982.0
2009-05-23,sub_metering_1,480.0
2009-05-24,sub_metering_1,45.0
2009-05-25,sub_metering_1,920.0
2009-05-26,sub_metering_1,1191.0
2009-05-27,sub_metering_1,1052.0
2009-05-28,sub_metering_1,1502.0
2009-05-29,sub_metering_1,1005.0
2009-05-30,sub_metering_1,2787.0
2009-05-31,sub_metering_1,1466.0
2009-06-01,sub_metering_1,2789.0
2009-06-02,sub_metering_1,0.0
2009-06-03,sub_metering_1,940.0
2009-06-04,sub_metering_1,1906.0
2009-06-05,sub_metering_1,0.0
2009-06-06,sub_metering_1,1769.0
2009-06-07,sub_metering_1,2077.0
2009-06-08,sub_metering_1,1024.0
2009-06-09,sub_metering_1,1000.0
2009-06-10,sub_metering_1,1032.0
2009-06-11,sub_metering_1,0.0
2009-06-12,sub_metering_1,1009.0
2009-06-13,sub_metering_1,0.0
2009-06-14,sub_metering_1,0.0
2009-06-15,sub_metering_1,916.0
2009-06-16,sub_metering_1,2983.0
2009-06-17,sub_metering_1,975.0
2009-06-18,sub_metering_1,0.0
2009-06-19,sub_metering_1,969.0
2009-06-20,sub_metering_1,0.0
2009-06-21,sub_metering_1,1039.0
2009-06-22,sub_metering_1,0.0
2009-06-23,sub_metering_1,1010.0
2009-06-24,sub_metering_1,3059.0
2009-06-25,sub_metering_1,0.0
2009-06-26,sub_metering_1,1826.0
2009-06-27,sub_metering_1,2663.0
2009-06-28,sub_metering_1,0.0
2009-06-29,sub_metering_1,1794.0
2009-06-30,sub_metering_1,582.0
2009-07-01,sub_metering_1,989.0
2009-07-02,sub_metering_1,637.0
2009-07-03,sub_metering_1,856.0
2009-07-04,sub_metering_1,2084.0
2009-07-05,sub_metering_1,3215.0
2009-07-06,sub_metering_1,429.0
2009-07-07,sub_metering_1,1292.0
2009-07-08,sub_metering_1,0.0
2009-07-09,sub_metering_1,0.0
2009-07-10,sub_metering_1,988.0
2009-07-11,sub_metering_1,981.0
2009-07-12,sub_metering_1,0.0
2009-07-13,sub_metering_1,0.0
2009-07-14,sub_metering_1,2303.0
2009-07-15,sub_metering_1,878.0
2009-07-16,sub_metering_1,0.0
2009-07-17,sub_metering_1,0.0
2009-07-18,sub_metering_1,0.0
2009-07-19,sub_metering_1,0.0
2009-07-20,sub_metering_1,914.0
2009-07-21,sub_metering_1,0.0
2009-07-22,sub_metering_1,0.0
2009-07-23,sub_metering_1,926.0
2009-07-24,sub_metering_1,0.0
2009-07-25,sub_metering_1,0.0
2009-07-26,sub_metering_1,0.0
2009-07-27,sub_metering_1,0.0
2009-07-28,sub_metering_1,0.0
2009-07-29,sub_metering_1,869.0
2009-07-30,sub_metering_1,0.0
2009-07-31,sub_metering_1,865.0
2009-08-01,sub_metering_1,0.0
2009-08-02,sub_metering_1,0.0
2009-08-03,sub_metering_1,0.0
2009-08-04,sub_metering_1,0.0
2009-08-05,sub_metering_1,0.0
2009-08-06,sub_metering_1,0.0
2009-08-07,sub_metering_1,0.0
2009-08-08,sub_metering_1,0.0
2009-08-09,sub_metering_1,1984.0
2009-08-10,sub_metering_1,0.0
2009-08-11,sub_metering_1,857.0
2009-08-12,sub_metering_1,912.0
2009-08-13,sub_metering_1,1215.0
2009-08-14,sub_metering_1,429.0
2009-08-15,sub_metering_1,3437.0
2009-08-16,sub_metering_1,1604.0
2009-08-17,sub_metering_1,1.0
2009-08-18,sub_metering_1,2306.0
2009-08-19,sub_metering_1,896.0
2009-08-20,sub_metering_1,0.0
2009-08-21,sub_metering_1,3043.0
2009-08-22,sub_metering_1,4544.0
2009-08-23,sub_metering_1,949.0
2009-08-24,sub_metering_1,2279.0
2009-08-25,sub_metering_1,1140.0
2009-08-26,sub_metering_1,2131.0
2009-08-27,sub_metering_1,0.0
2009-08-28,sub_metering_1,1778.0
2009-08-29,sub_metering_1,905.0
2009-08-30,sub_metering_1,2653.0
2009-08-31,sub_metering_1,960.0
2009-09-01,sub_metering_1,0.0
2009-09-02,sub_metering_1,947.0
2009-09-03,sub_metering_1,3319.0
2009-09-04,sub_metering_1,0.0
2009-09-05,sub_metering_1,2988.0
2009-09-06,sub_metering_1,995.0
2009-09-07,sub_metering_1,2196.0
2009-09-08,sub_metering_1,1002.0
2009-09-09,sub_metering_1,964.0
2009-09-10,sub_metering_1,928.0
2009-09-11,sub_metering_1,0.0
2009-09-12,sub_metering_1,9583.0
2009-09-13,sub_metering_1,4146.0
2009-09-14,sub_metering_1,2843.0
2009-09-15,sub_metering_1,1769.0
2009-09-16,sub_metering_1,1035.0
2009-09-17,sub_metering_1,0.0
2009-09-18,sub_metering_1,1993.0
2009-09-19,sub_metering_1,1607.0
2009-09-20,sub_metering_1,4532.0
2009-09-21,sub_metering_1,921.0
2009-09-22,sub_metering_1,937.0
2009-09-23,sub_metering_1,2085.0
2009-09-24,sub_metering_1,1051.0
2009-09-25,sub_metering_1,0.0
2009-09-26,sub_metering_1,1943.0
2009-09-27,sub_metering_1,1817.0
2009-09-28,sub_metering_1,0.0
2009-09-29,sub_metering_1,1031.0
2009-09-30,sub_metering_1,970.0
2009-10-01,sub_metering_1,950.0
2009-10-02,sub_metering_1,0.0
2009-10-03,sub_metering_1,3644.0
2009-10-04,sub_metering_1,3189.0
2009-10-05,sub_metering_1,984.0
2009-10-06,sub_metering_1,1.0
2009-10-07,sub_metering_1,734.0
2009-10-08,sub_metering_1,2091.0
2009-10-09,sub_metering_1,0.0
2009-10-10,sub_metering_1,4510.0
2009-10-11,sub_metering_1,4111.0
2009-10-12,sub_metering_1,997.0
2009-10-13,sub_metering_1,983.0
2009-10-14,sub_metering_1,2001.0
2009-10-15,sub_metering_1,1629.0
2009-10-16,sub_metering_1,0.0
2009-10-17,sub_metering_1,5490.0
2009-10-18,sub_metering_1,712.0
2009-10-19,sub_metering_1,1104.0
2009-10-20,sub_metering_1,760.0
2009-10-21,sub_metering_1,2031.0
2009-10-22,sub_metering_1,0.0
2009-10-23,sub_metering_1,3180.0
2009-10-24,sub_metering_1,6202.0
2009-10-25,sub_metering_1,3010.0
2009-10-26,sub_metering_1,475.0
2009-10-27,sub_metering_1,579.0
2009-10-28,sub_metering_1,1044.0
2009-10-29,sub_metering_1,765.0
2009-10-30,sub_metering_1,1779.0
2009-10-31,sub_metering_1,1773.0
2009-11-01,sub_metering_1,1970.0
2009-11-02,sub_metering_1,1881.0
2009-11-03,sub_metering_1,2009.0
2009-11-04,sub_metering_1,1075.0
2009-11-05,sub_metering_1,1105.0
2009-11-06,sub_metering_1,0.0
2009-11-07,sub_metering_1,2187.0
2009-11-08,sub_metering_1,4941.0
2009-11-09,sub_metering_1,1125.0
2009-11-10,sub_metering_1,1118.0
2009-11-11,sub_metering_1,2338.0
2009-11-12,sub_metering_1,1486.0
2009-11-13,sub_metering_1,1856.0
2009-11-14,sub_metering_1,4169.0
2009-11-15,sub_metering_1,991.0
2009-11-16,sub_metering_1,2021.0
2009-11-17,sub_metering_1,0.0
2009-11-18,sub_metering_1,6012.0
2009-11-19,sub_metering_1,0.0
2009-11-20,sub_metering_1,843.0
2009-11-21,sub_metering_1,5694.0
2009-11-22,sub_metering_1,6774.0
2009-11-23,sub_metering_1,0.0
2009-11-24,sub_metering_1,2491.0
2009-11-25,sub_metering_1,745.0
2009-11-26,sub_metering_1,2262.0
2009-11-27,sub_metering_1,0.0
2009-11-28,sub_metering_1,3199.0
2009-11-29,sub_metering_1,1073.0
2009-11-30,sub_metering_1,1080.0
2009-12-01,sub_metering_1,0.0
2009-12-02,sub_metering_1,1143.0
2009-12-03,sub_metering_1,1039.0
2009-12-04,sub_metering_1,1158.0
2009-12-05,sub_metering_1,3822.0
2009-12-06,sub_metering_1,2850.0
2009-12-07,sub_metering_1,1132.0
2009-12-08,sub_metering_1,1108.0
2009-12-09,sub_metering_1,2054.0
2009-12-10,sub_metering_1,2823.0
2009-12-11,sub_metering_1,1546.0
2009-12-12,sub_metering_1,1087.0
2009-12-13,sub_metering_1,3984.0
2009-12-14,sub_metering_1,1090.0
2009-12-15,sub_metering_1,1111.0
2009-12-16,sub_metering_1,1143.0
2009-12-17,sub_metering_1,0.0
2009-12-18,sub_metering_1,1195.0
2009-12-19,sub_metering_1,1165.0
2009-12-20,sub_metering_1,1237.0
2009-12-21,sub_metering_1,3293.0
2009-12-22,sub_metering_1,0.0
2009-12-23,sub_metering_1,1143.0
2009-12-24,sub_metering_1,5184.0
2009-12-25,sub_metering_1,3371.0
2009-12-26,sub_metering_1,1186.0
2009-12-27,sub_metering_1,4218.0
2009-12-28,sub_metering_1,2175.0
2009-12-29,sub_metering_1,1260.0
2009-12-30,sub_metering_1,5284.0
2009-12-31,sub_metering_1,0.0
2010-01-01,sub_metering_1,2304.0
2010-01-02,sub_metering_1,801.0
2010-01-03,sub_metering_1,3842.0
2010-01-04,sub_metering_1,0.0
2010-01-05,sub_metering_1,1785.0
2010-01-06,sub_metering_1,1731.0
2010-01-07,sub_metering_1,1198.0
2010-01-08,sub_metering_1,0.0
2010-01-09,sub_metering_1,2781.0
2010-01-10,sub_metering_1,3564.0
2010-01-11,sub_metering_1,1251.0
2010-01-12,sub_metering_1,552.0
2010-01-13,sub_metering_1,0.0
2010-01-14,sub_metering_1,1890.0
2010-01-15,sub_metering_1,1957.0
2010-01-16,sub_metering_1,2605.0
2010-01-17,sub_metering_1,1992.0
2010-01-18,sub_metering_1,617.0
2010-01-19,sub_metering_1,2044.0
2010-01-20,sub_metering_1,2317.0
2010-01-21,sub_metering_1,894.0
2010-01-22,sub_metering_1,699.0
2010-01-23,sub_metering_1,3154.0
2010-01-24,sub_metering_1,3496.0
2010-01-25,sub_metering_1,1368.0
2010-01-26,sub_metering_1,526.0
2010-01-27,sub_metering_1,2044.0
2010-01-28,sub_metering_1,2032.0
2010-01-29,sub_metering_1,1488.0
2010-01-30,sub_metering_1,3240.0
2010-01-31,sub_metering_1,1715.0
2010-02-01,sub_metering_1,1111.0
2010-02-02,sub_metering_1,0.0
2010-02-03,sub_metering_1,2234.0
2010-02-04,sub_metering_1,1074.0
2010-02-05,sub_metering_1,902.0
2010-02-06,sub_metering_1,4324.0
2010-02-07,sub_metering_1,2736.0
2010-02-08,sub_metering_1,1161.0
2010-02-09,sub_metering_1,1214.0
2010-02-10,sub_metering_1,1219.0
2010-02-11,sub_metering_1,0.0
2010-02-12,sub_metering_1,1241.0
2010-02-13,sub_metering_1,1838.0
2010-02-14,sub_metering_1,1223.0
2010-02-15,sub_metering_1,3468.0
2010-02-16,sub_metering_1,1945.0
2010-02-17,sub_metering_1,2294.0
2010-02-18,sub_metering_1,965.0
2010-02-19,sub_metering_1,2124.0
2010-02-20,sub_metering_1,3748.0
2010-02-21,sub_metering_1,5905.0
2010-02-22,sub_metering_1,1393.0
2010-02-23,sub_metering_1,0.0
2010-02-24,sub_metering_1,2260.0
2010-02-25,sub_metering_1,0.0
2010-02-26,sub_metering_1,1146.0
2010-02-27,sub_metering_1,3743.0
2010-02-28,sub_metering_1,0.0
2010-03-01,sub_metering_1,1785.0
2010-03-02,sub_metering_1,0.0
2010-03-03,sub_metering_1,0.0
2010-03-04,sub_metering_1,0.0
2010-03-05,sub_metering_1,1108.0
2010-03-06,sub_metering_1,0.0
2010-03-07,sub_metering_1,0.0
2010-03-08,sub_metering_1,4214.0
2010-03-09,sub_metering_1,846.0
2010-03-10,sub_metering_1,1167.0
2010-03-11,sub_metering_1,2071.0
2010-03-12,sub_metering_1,1691.0
2010-03-13,sub_metering_1,2848.0
2010-03-14,sub_metering_1,3464.0
2010-03-15,sub_metering_1,778.0
2010-03-16,sub_metering_1,0.0
2010-03-17,sub_metering_1,1136.0
2010-03-18,sub_metering_1,1147.0
2010-03-19,sub_metering_1,0.0
2010-03-20,sub_metering_1,0.0
2010-03-21,sub_metering_1,1670.0
2010-03-22,sub_metering_1,1142.0
2010-03-23,sub_metering_1,2892.0
2010-03-24,sub_metering_1,1075.0
2010-03-25,sub_metering_1,0.0
2010-03-26,sub_metering_1,1078.0
2010-03-27,sub_metering_1,1067.0
2010-03-28,sub_metering_1,1083.0
2010-03-29,sub_metering_1,0.0
2010-03-30,sub_metering_1,1760.0
2010-03-31,sub_metering_1,1067.0
2010-04-01,sub_metering_1,1780.0
2010-04-02,sub_metering_1,0.0
2010-04-03,sub_metering_1,1778.0
2010-04-04,sub_metering_1,1097.0
2010-04-05,sub_metering_1,1755.0
2010-04-06,sub_metering_1,1154.0
2010-04-07,sub_metering_1,1077.0
2010-04-08,sub_metering_1,145.0
2010-04-09,sub_metering_1,1088.0
2010-04-10,sub_metering_1,1044.0
2010-04-11,sub_metering_1,5499.0
2010-04-12,sub_metering_1,660.0
2010-04-13,sub_metering_1,1097.0
2010-04-14,sub_metering_1,1132.0
2010-04-15,sub_metering_1,2526.0
2010-04-16,sub_metering_1,2837.0
2010-04-17,sub_metering_1,553.0
2010-04-18,sub_metering_1,1104.0
2010-04-19,sub_metering_1,1230.0
2010-04-20,sub_metering_1,1388.0
2010-04-21,sub_metering_1,0.0
2010-04-22,sub_metering_1,1062.0
2010-04-23,sub_metering_1,0.0
2010-04-24,sub_metering_1,4445.0
2010-04-25,sub_metering_1,0.0
2010-04-26,sub_metering_1,1038.0
2010-04-27,sub_metering_1,0.0
2010-04-28,sub_metering_1,0.0
2010-04-29,sub_metering_1,12.0
2010-04-30,sub_metering_1,2695.0
2010-05-01,sub_metering_1,1984.0
2010-05-02,sub_metering_1,1858.0
2010-05-03,sub_metering_1,980.0
2010-05-04,sub_metering_1,0.0
2010-05-05,sub_metering_1,2969.0
2010-05-06,sub_metering_1,0.0
2010-05-07,sub_metering_1,1053.0
2010-05-08,sub_metering_1,3569.0
2010-05-09,sub_metering_1,2888.0
2010-05-10,sub_metering_1,0.0
2010-05-11,sub_metering_1,1156.0
2010-05-12,sub_metering_1,1036.0
2010-05-13,sub_metering_1,2123.0
2010-05-14,sub_metering_1,1045.0
2010-05-15,sub_metering_1,3347.0
2010-05-16,sub_metering_1,3361.0
2010-05-17,sub_metering_1,1014.0
2010-05-18,sub_metering_1,0.0
2010-05-19,sub_metering_1,2122.0
2010-05-20,sub_metering_1,0.0
2010-05-21,sub_metering_1,1073.0
2010-05-22,sub_metering_1,2278.0
2010-05-23,sub_metering_1,864.0
2010-05-24,sub_metering_1,1875.0
2010-05-25,sub_metering_1,474.0
2010-05-26,sub_metering_1,914.0
2010-05-27,sub_metering_1,932.0
2010-05-28,sub_metering_1,1020.0
2010-05-29,sub_metering_1,4057.0
2010-05-30,sub_metering_1,2405.0
2010-05-31,sub_metering_1,1710.0
2010-06-01,sub_metering_1,970.0
2010-06-02,sub_metering_1,0.0
2010-06-03,sub_metering_1,2916.0
2010-06-04,sub_metering_1,1695.0
2010-06-05,sub_metering_1,10932.0
2010-06-06,sub_metering_1,7609.0
2010-06-07,sub_metering_1,1821.0
2010-06-08,sub_metering_1,1513.0
2010-06-09,sub_metering_1,2774.0
2010-06-10,sub_metering_1,0.0
2010-06-11,sub_metering_1,3439.0
2010-06-12,sub_metering_1,2705.0
2010-06-13,sub_metering_1,4922.0
2010-06-14,sub_metering_1,958.0
2010-06-15,sub_metering_1,0.0
2010-06-16,sub_metering_1,1875.0
2010-06-17,sub_metering_1,0.0
2010-06-18,sub_metering_1,977.0
2010-06-19,sub_metering_1,2385.0
2010-06-20,sub_metering_1,1021.0
2010-06-21,sub_metering_1,3824.0
2010-06-22,sub_metering_1,968.0
2010-06-23,sub_metering_1,5740.0
2010-06-24,sub_metering_1,973.0
2010-06-25,sub_metering_1,0.0
2010-06-26,sub_metering_1,921.0
2010-06-27,sub_metering_1,2665.0
2010-06-28,sub_metering_1,0.0
2010-06-29,sub_metering_1,1746.0
2010-06-30,sub_metering_1,398.0
2010-07-01,sub_metering_1,877.0
2010-07-02,sub_metering_1,822.0
2010-07-03,sub_metering_1,0.0
2010-07-04,sub_metering_1,860.0
2010-07-05,sub_metering_1,841.0
2010-07-06,sub_metering_1,0.0
2010-07-07,sub_metering_1,879.0
2010-07-08,sub_metering_1,857.0
2010-07-09,sub_metering_1,0.0
2010-07-10,sub_metering_1,907.0
2010-07-11,sub_metering_1,848.0
2010-07-12,sub_metering_1,1724.0
2010-07-13,sub_metering_1,2273.0
2010-07-14,sub_metering_1,1064.0
2010-07-15,sub_metering_1,1071.0
2010-07-16,sub_metering_1,0.0
2010-07-17,sub_metering_1,0.0
2010-07-18,sub_metering_1,0.0
2010-07-19,sub_metering_1,0.0
2010-07-20,sub_metering_1,9.0
2010-07-21,sub_metering_1,2030.0
2010-07-22,sub_metering_1,0.0
2010-07-23,sub_metering_1,897.0
2010-07-24,sub_metering_1,0.0
2010-07-25,sub_metering_1,0.0
2010-07-26,sub_metering_1,0.0
2010-07-27,sub_metering_1,907.0
2010-07-28,sub_metering_1,801.0
2010-07-29,sub_metering_1,0.0
2010-07-30,sub_metering_1,0.0
2010-07-31,sub_metering_1,0.0
2010-08-01,sub_metering_1,0.0
2010-08-02,sub_metering_1,0.0
2010-08-03,sub_metering_1,0.0
2010-08-04,sub_metering_1,0.0
2010-08-05,sub_metering_1,0.0
2010-08-06,sub_metering_1,0.0
2010-08-07,sub_metering_1,0.0
2010-08-08,sub_metering_1,0.0
2010-08-09,sub_metering_1,0.0
2010-08-10,sub_metering_1,0.0
2010-08-11,sub_metering_1,0.0
2010-08-12,sub_metering_1,0.0
2010-08-13,sub_metering_1,0.0
2010-08-14,sub_metering_1,0.0
2010-08-15,sub_metering_1,0.0
2010-08-16,sub_metering_1,1530.0
2010-08-17,sub_metering_1,940.0
2010-08-18,sub_metering_1,0.0
2010-08-19,sub_metering_1,0.0
2010-08-20,sub_metering_1,0.0
2010-08-21,sub_metering_1,0.0
2010-08-22,sub_metering_1,0.0
2010-08-23,sub_metering_1,0.0
2010-08-24,sub_metering_1,0.0
2010-08-25,sub_metering_1,969.0
2010-08-26,sub_metering_1,0.0
2010-08-27,sub_metering_1,930.0
2010-08-28,sub_metering_1,2086.0
2010-08-29,sub_metering_1,3005.0
2010-08-30,sub_metering_1,940.0
2010-08-31,sub_metering_1,2099.0
2010-09-01,sub_metering_1,1947.0
2010-09-02,sub_metering_1,929.0
2010-09-03,sub_metering_1,940.0
2010-09-04,sub_metering_1,2605.0
2010-09-05,sub_metering_1,1609.0
2010-09-06,sub_metering_1,3164.0
2010-09-07,sub_metering_1,1929.0
2010-09-08,sub_metering_1,1.0
2010-09-09,sub_metering_1,1813.0
2010-09-10,sub_metering_1,966.0
2010-09-11,sub_metering_1,930.0
2010-09-12,sub_metering_1,1805.0
2010-09-13,sub_metering_1,1301.0
2010-09-14,sub_metering_1,1874.0
2010-09-15,sub_metering_1,0.0
2010-09-16,sub_metering_1,1038.0
2010-09-17,sub_metering_1,1954.0
2010-09-18,sub_metering_1,982.0
2010-09-19,sub_metering_1,0.0
2010-09-20,sub_metering_1,3323.0
2010-09-21,sub_metering_1,0.0
2010-09-22,sub_metering_1,2472.0
2010-09-23,sub_metering_1,1021.0
2010-09-24,sub_metering_1,1739.0
2010-09-25,sub_metering_1,0.0
2010-09-26,sub_metering_1,0.0
2010-09-27,sub_metering_1,0.0
2010-09-28,sub_metering_1,944.0
2010-09-29,sub_metering_1,1579.0
2010-09-30,sub_metering_1,0.0
2010-10-01,sub_metering_1,1752.0
2010-10-02,sub_metering_1,3972.0
2010-10-03,sub_metering_1,5000.0
2010-10-04,sub_metering_1,1709.0
2010-10-05,sub_metering_1,0.0
2010-10-06,sub_metering_1,1016.0
2010-10-07,sub_metering_1,2159.0
2010-10-08,sub_metering_1,964.0
2010-10-09,sub_metering_1,959.0
2010-10-10,sub_metering_1,3325.0
2010-10-11,sub_metering_1,1007.0
2010-10-12,sub_metering_1,1104.0
2010-10-13,sub_metering_1,1988.0
2010-10-14,sub_metering_1,2583.0
2010-10-15,sub_metering_1,712.0
2010-10-16,sub_metering_1,0.0
2010-10-17,sub_metering_1,995.0
2010-10-18,sub_metering_1,2234.0
2010-10-19,sub_metering_1,1025.0
2010-10-20,sub_metering_1,2154.0
2010-10-21,sub_metering_1,755.0
2010-10-22,sub_metering_1,1106.0
2010-10-23,sub_metering_1,3737.0
2010-10-24,sub_metering_1,1982.0
2010-10-25,sub_metering_1,0.0
2010-10-26,sub_metering_1,0.0
2010-10-27,sub_metering_1,0.0
2010-10-28,sub_metering_1,1103.0
2010-10-29,sub_metering_1,1075.0
2010-10-30,sub_metering_1,2353.0
2010-10-31,sub_metering_1,1430.0
2010-11-01,sub_metering_1,0.0
2010-11-02,sub_metering_1,0.0
2010-11-03,sub_metering_1,1021.0
2010-11-04,sub_metering_1,6029.0
2010-11-05,sub_metering_1,0.0
2010-11-06,sub_metering_1,3255.0
2010-11-07,sub_metering_1,1026.0
2010-11-08,sub_metering_1,1087.0
2010-11-09,sub_metering_1,2097.0
